2014-03-24 07:08:16:0153, setup_loaddata
2014-03-24 07:08:16:0387, setup_resizewin
2014-03-24 07:44:49:0160, diag_itementered, id=4080, type=1
2014-03-24 07:44:51:0064, edge_create, Tuple[0,1,0.5628745788357902,1,0.0,1395659295216,1395659295216]
2014-03-24 07:44:56:0780, edge_create, Tuple[1,19,0.38751102090113365,1,0.0,1395659295216,1395659295216]
2014-03-24 07:44:56:0781, edge_create, Tuple[1,20,0.20287098576928286,1,0.0,1395659295216,1395659295216]
2014-03-24 07:44:56:0782, edge_create, Tuple[1,21,0.696025894010813,1,0.0,1395659295216,1395659295216]
2014-03-24 07:44:56:0782, edge_create, Tuple[1,22,0.8183678203378979,1,0.0,1395659295216,1395659295216]
2014-03-24 07:44:56:0789, diag_itemclicked, id=7269, type=1
2014-03-24 07:44:57:0948, diag_itemexited, id=7269, type=1
2014-03-24 07:45:01:0411, diag_itementered, id=7720, type=1
2014-03-24 07:45:01:0509, diag_itemexited, id=7720, type=1
2014-03-24 07:45:01:0645, diag_itementered, id=382, type=1
2014-03-24 07:45:01:0655, diag_itemexited, id=382, type=1
2014-03-24 07:45:01:0717, diag_itementered, id=564, type=1
2014-03-24 07:45:03:0380, edge_create, Tuple[0,1,0.6092043687975979,1,0.0,1395659295216,1395659295216]
2014-03-24 07:45:03:0381, edge_create, Tuple[1,2,0.9091971362282278,1,0.0,1395659295216,1395659295216]
2014-03-24 07:45:03:0382, edge_create, Tuple[1,3,0.05153525923877078,1,0.0,1395659295216,1395659295216]
2014-03-24 07:45:03:0383, edge_create, Tuple[1,4,0.20889845921714312,1,0.0,1395659295216,1395659295216]
2014-03-24 07:45:03:0384, edge_create, Tuple[1,5,0.2974119554889426,1,0.0,1395659295216,1395659295216]
2014-03-24 07:45:03:0385, edge_create, Tuple[1,6,0.24840459132377646,1,0.0,1395659295216,1395659295216]
2014-03-24 07:45:03:0386, edge_create, Tuple[1,7,0.5333843630986661,1,0.0,1395659295216,1395659295216]
2014-03-24 07:45:03:0387, edge_create, Tuple[1,8,0.36475787159598283,1,0.0,1395659295216,1395659295216]
2014-03-24 07:45:03:0389, edge_create, Tuple[1,9,0.8666065584935994,1,0.0,1395659295216,1395659295216]
2014-03-24 07:45:03:0390, edge_create, Tuple[1,10,0.040373325734895604,1,0.0,1395659295216,1395659295216]
2014-03-24 07:45:03:0391, edge_create, Tuple[1,11,0.2089687008560407,1,0.0,1395659295216,1395659295216]
2014-03-24 07:45:03:0392, edge_create, Tuple[1,12,0.6594889921899325,1,0.0,1395659295216,1395659295216]
2014-03-24 07:45:03:0393, edge_create, Tuple[1,13,0.4341025454968751,1,0.0,1395659295216,1395659295216]
2014-03-24 07:45:03:0394, edge_create, Tuple[1,14,0.6914979011021418,1,0.0,1395659295216,1395659295216]
2014-03-24 07:45:03:0395, edge_create, Tuple[1,15,0.1426708773759996,1,0.0,1395659295216,1395659295216]
2014-03-24 07:45:03:0395, edge_create, Tuple[1,16,0.6697618628586891,1,0.0,1395659295216,1395659295216]
2014-03-24 07:45:03:0396, edge_create, Tuple[1,17,0.8552876261469007,1,0.0,1395659295216,1395659295216]
2014-03-24 07:45:03:0398, edge_create, Tuple[1,18,0.024772671125921963,1,0.0,1395659295216,1395659295216]
2014-03-24 07:45:03:0399, edge_create, Tuple[1,19,0.010387068616076855,1,0.0,1395659295216,1395659295216]
2014-03-24 07:45:03:0399, edge_create, Tuple[1,20,0.8257851526421448,1,0.0,1395659295216,1395659295216]
2014-03-24 07:45:03:0400, edge_create, Tuple[1,21,0.507814072519025,1,0.0,1395659295216,1395659295216]
2014-03-24 07:45:03:0401, edge_create, Tuple[1,22,0.08705459885950584,1,0.0,1395659295216,1395659295216]
2014-03-24 07:45:03:0402, edge_create, Tuple[1,23,0.8924105159308467,1,0.0,1395659295216,1395659295216]
2014-03-24 07:45:03:0409, diag_itemclicked, id=564, type=1
2014-03-24 07:45:05:0831, diag_itemexited, id=564, type=1
